32803,31803,0.020973
32803,31803,0.14136
32803,31803,0.26699
32803,31803,0.39018
32803,31803,0.51516
32803,31803,0.63991
32803,31803,0.76807
32803,31803,0.89022
32803,31803,1.01
32803,31803,1.1302
52905,31803,1.2571
52905,31803,1.3875
52905,31803,1.51
52905,31803,1.63
52905,31803,1.7542
52905,31803,1.8804
52905,31803,2.0104
60075,31803,2.1396
60075,31803,2.2676
60075,31803,2.3905
60075,31803,2.5144
60075,31803,2.6407
60075,31803,2.7656
60075,31803,2.8904
61202,31803,3.0134
61202,31803,3.1408
61202,31803,3.2665
61202,31803,3.3905
61202,31803,3.5117
61202,31803,3.6343
61202,31803,3.7573
61202,31803,3.8776
60009,31803,4.0039
60009,31800,4.1274
60009,31800,4.2504
60009,31800,4.3729
60009,31800,4.4974
60009,31800,4.6215
60009,31800,4.7506
60071,31800,4.8803
60071,31800,5.0002
60071,31800,5.1264
60071,31800,5.2502
60071,31800,5.3743
60071,31800,5.4953
60071,31800,5.6206
60084,31800,5.7474
60084,31800,5.8774
60084,31800,6.0003
60084,31800,6.1272
60084,31800,6.2511
60084,31800,6.3763
60084,31800,6.5004
60091,31800,6.6273
60091,31803,6.7505
60091,31803,6.8754
60091,31803,6.9974
60091,31803,7.1198
60091,31803,7.2441
60091,31803,7.3703
60091,31803,7.4899
60038,31803,7.6104
60038,31803,7.7349
60038,31803,7.8573
60038,31803,7.9803
60038,31803,8.1042
60038,31803,8.2301
60038,31803,8.3608
60038,31803,8.4871
60038,31803,8.6102
60038,31803,8.7342
60038,31803,8.8682
60038,31803,8.9898
60038,31803,9.1172
60038,31803,9.2381
60038,31803,9.369
60038,31800,9.4899
60038,31800,9.6159
60038,31800,9.7376
60038,31800,9.8605
60038,31800,9.9905
60038,31800,10.117
59993,31800,10.237
59993,31800,10.36
59993,31800,10.487
59993,31800,10.61
59993,31800,10.738
59993,31800,10.862
59993,31800,10.99
59993,31800,11.11
60038,31800,11.234
60038,31803,11.36
60038,31803,11.483
60038,31803,11.606
60038,31803,11.73
60038,31803,11.851
60038,31803,11.978
60022,31803,12.11
60022,31803,12.234
60022,31803,12.36
60022,31803,12.487
60022,31803,12.607
60022,31803,12.73
60022,31803,12.853
60048,31803,12.983
60048,31803,13.11
60048,31803,13.231
60048,31803,13.367
60048,31803,13.49
60048,31803,13.61
60048,31803,13.73
59993,31803,13.858
59993,31820,13.986
59993,31820,14.116
59993,31820,14.238
59993,31820,14.359
59993,31820,14.48
59993,31820,14.602
59993,31820,14.727
59934,31820,14.854
59934,32124,14.982
59934,32124,15.115
59934,32124,15.248
59934,32124,15.377
59934,32124,15.506
59934,32124,15.631
59989,32124,15.758
59989,32488,15.888
59989,32488,16.007
59989,32488,16.137
59989,32488,16.26
59989,32488,16.382
59989,32488,16.508
60038,32488,16.631
60038,32911,16.758
60038,32911,16.88
60038,32911,17.014
60038,32911,17.138
60038,32911,17.261
60038,32911,17.387
59989,32911,17.51
59989,33199,17.638
59989,33199,17.76
59989,33199,17.882
59989,33199,18.003
59989,33199,18.127
59989,33199,18.25
59976,33199,18.371
59976,33618,18.491
59976,33618,18.618
59976,33618,18.738
59976,33618,18.862
59976,33618,18.989
59976,33618,19.114
59976,33618,19.236
59993,33618,19.358
59993,33933,19.486
59993,33933,19.614
59993,33933,19.735
59993,33933,19.861
59993,33933,19.986
59993,33933,20.11
59963,33933,20.237
59963,34349,20.36
59963,34349,20.48
59963,34349,20.6
59963,34349,20.724
59963,34349,20.85
59963,34349,20.97
59937,34349,21.095
59937,34680,21.22
59937,34680,21.35
59937,34680,21.47
59937,34680,21.59
59937,34680,21.713
59937,34680,21.845
59937,34680,21.968
59927,35086,22.097
59927,35086,22.22
59927,35086,22.34
59927,35086,22.464
59927,35086,22.591
59927,35086,22.718
59927,35086,22.838
59894,35086,22.96
59894,35483,23.086
59894,35483,23.21
59894,35483,23.338
59894,35483,23.46
59894,35483,23.586
59894,35483,23.707
59927,35483,23.83
59927,35807,23.958
59927,35807,24.08
59927,35807,24.2
59927,35807,24.32
59927,35807,24.443
59927,35807,24.565
59937,35807,24.687
59937,36184,24.808
59937,36184,24.936
59937,36184,25.061
59937,36184,25.181
59937,36184,25.306
59937,36184,25.441
59937,36184,25.568
59973,36184,25.691
59973,36577,25.815
59973,36577,25.943
59973,36577,26.071
59973,36577,26.194
59973,36577,26.32
59973,36577,26.443
59865,36577,26.571
59865,36951,26.697
59865,36951,26.82
59865,36951,26.94
59865,36951,27.067
59865,36951,27.194
59865,36951,27.32
59934,36951,27.443
59934,37328,27.569
59934,37328,27.69
59934,37328,27.812
59934,37328,27.934
59934,37328,28.062
59934,37328,28.189
59911,37328,28.317
59911,37704,28.44
59911,37704,28.566
59911,37704,28.694
59911,37704,28.817
59911,37704,28.94
59911,37704,29.067
59911,37704,29.187
59907,37704,29.317
59907,38081,29.438
59907,38081,29.564
59907,38081,29.69
59907,38081,29.813
59907,38081,29.934
59907,38081,30.054
59875,38081,30.18
59875,38475,30.3
59875,38475,30.425
59875,38475,30.547
59875,38475,30.667
59875,38475,30.79
59875,38475,30.911
59924,38475,31.031
59924,38828,31.15
59924,38828,31.27
59924,38828,31.395
59924,38828,31.514
59924,38828,31.641
59924,38828,31.767
59924,38828,31.892
59884,39205,32.03
59884,39205,32.152
59884,39205,32.28
59884,39205,32.403
59884,39205,32.525
59884,39205,32.654
59884,39205,32.777
59898,39205,32.899
59898,39562,33.02
59898,39562,33.148
59898,39562,33.27
59898,39562,33.39
59898,39562,33.52
59898,39562,33.647
59943,39562,33.771
59943,39959,33.898
59943,39959,34.023
59943,39959,34.148
59943,39959,34.273
59943,39959,34.398
59943,39959,34.518
59881,39959,34.644
59881,40319,34.774
59881,40319,34.898
59881,40319,35.021
59881,40319,35.148
59881,40319,35.277
59881,40319,35.4
59724,40319,35.524
59724,40722,35.65
59724,40722,35.772
59724,40722,35.901
59724,40722,36.021
59724,40722,36.148
59724,40722,36.271
59724,40722,36.397
59825,40722,36.521
59825,41086,36.648
59825,41086,36.777
59825,41086,36.901
59825,41086,37.023
59825,41086,37.15
59825,41086,37.274
59858,41086,37.396
59858,41450,37.52
59858,41450,37.647
59858,41450,37.77
59858,41450,37.896
59858,41450,38.024
59858,41450,38.147
59898,41450,38.278
59898,41866,38.399
59898,41866,38.522
59898,41866,38.648
59898,41866,38.771
59898,41866,38.897
59898,41866,39.017
59914,41866,39.15
59914,42207,39.271
59914,42207,39.398
59914,42207,39.522
59914,42207,39.649
59914,42207,39.772
59914,42207,39.898
59914,42207,40.023
59812,42538,40.155
59812,42538,40.278
59812,42538,40.401
59812,42538,40.53
59812,42538,40.66
59812,42538,40.787
59812,42538,40.911
59848,42538,41.033
59848,42892,41.157
59848,42892,41.28
59848,42892,41.405
59848,42892,41.527
59848,42892,41.65
59848,42892,41.775
59891,42892,41.897
59891,43288,42.027
59891,43288,42.15
59891,43288,42.274
59891,43288,42.404
59891,43288,42.53
59891,43288,42.655
59829,43288,42.787
59829,43671,42.913
59829,43671,43.039
59829,43671,43.165
59829,43671,43.289
59829,43671,43.41
59829,43671,43.53
59829,43671,43.655
59763,44068,43.781
59763,44068,43.907
59763,44068,44.03
59763,44068,44.157
59763,44068,44.28
59763,44068,44.404
59763,44068,44.527
59822,44068,44.655
59822,44402,44.777
59822,44402,44.9
59822,44402,45.024
59822,44402,45.15
59822,44402,45.274
59822,44402,45.393
59780,44402,45.514
59780,44779,45.647
59780,44779,45.776
59780,44779,45.901
59780,44779,46.027
59780,44779,46.15
59780,44779,46.28
59835,44779,46.404
59835,45156,46.53
59835,45156,46.655
59835,45156,46.787
59835,45156,46.907
59835,45156,47.03
59835,45156,47.157
59848,45156,47.279
59848,45536,47.4
59848,45536,47.525
59848,45536,47.65
59848,45536,47.786
59848,45536,47.907
59848,45536,48.03
59848,45536,48.157
59822,45536,48.28
59822,45883,48.407
59822,45883,48.53
59822,45883,48.65
59822,45883,48.78
59822,45883,48.906
59822,45883,49.03
59878,45883,49.157
59878,46253,49.284
59878,46253,49.417
59878,46253,49.545
59878,46253,49.67
59878,46253,49.791
59878,46253,49.918
59789,46253,50.04
59789,46630,50.16
59789,46630,50.285
59789,46630,50.408
59789,46630,50.534
59789,46630,50.663
59789,46630,50.785
